Table S8. Alpha diversity estimates of richness,,,,,,,,,
,,,,,,,,,
Bacterial Sample,Observed,Chao1,se.chao1,ACE,se.ACE,Shannon,Simpson,InvSimpson,Fisher
Hum.ES.11.ITS_S239_L001_R1_001.fastq.gz,103,109.875,5.565259995,108.7031049,5.02090159,3.110946667,0.892429775,9.296252763,17.37804318
Hum.ES.12.ITS_S240_L001_R1_001.fastq.gz,98,101.75,3.329617766,104.2583826,4.975709205,3.142684207,0.915812828,11.87829429,16.36979959
Hum.ES.13.ITS_S241_L001_R1_001.fastq.gz,69,69.2,0.620940923,69.81421469,3.860372936,2.84805491,0.883474367,8.58180276,10.77445758
Hum.ES.14.ITS_S242_L001_R1_001.fastq.gz,34,34,0,34,1.878672873,2.23539834,0.781149633,4.569332071,4.700999221
Hum.ES.15.ITS_S243_L001_R1_001.fastq.gz,92,100.25,6.360783092,100.838458,4.966563762,2.630401402,0.851251787,6.722769838,15.17608918
Hum.ES.18.ITS_S246_L001_R1_001.fastq.gz,134,137,2.863612006,137.6755964,5.793845353,3.723860831,0.960832284,25.53123089,23.88624732
Hum.ES.19.ITS_S247_L001_R1_001.fastq.gz,148,167.125,12.04945946,156.6072199,6.120588119,3.631886182,0.940606391,16.83682822,26.96163173
Hum.ES.2.ITS_S230_L001_R1_001.fastq.gz,88,88,0.082858496,88.28573235,4.463155322,3.152738766,0.917369467,12.10206408,14.39034627
Hum.ES.21.ITS_S249_L001_R1_001.fastq.gz,86,86,0,86,3.608774836,3.686815269,0.958036544,23.83025862,14.00056082
Hum.ES.22.ITS_S250_L001_R1_001.fastq.gz,118,130.75,7.963924489,133.0547294,5.695663451,3.354551343,0.928971692,14.07889379,20.47340303
Hum.ES.23.ITS_S251_L001_R1_001.fastq.gz,115,124,8.045884981,118.5322022,5.230568876,3.710795134,0.96137903,25.89266891,19.84606352
Hum.ES.24.ITS_S252_L001_R1_001.fastq.gz,61,70.33333333,8.854970833,65.62196307,3.754805195,2.485018322,0.824297609,5.691442199,9.31368234
Hum.ES.25.ITS_S253_L001_R1_001.fastq.gz,105,106.4285714,1.934382165,107.0086574,4.949166936,3.408332727,0.933575763,15.05474583,17.78470107
Hum.ES.26.ITS_S254_L001_R1_001.fastq.gz,82,82.42857143,0.912575613,83.08323529,4.092087252,3.238081685,0.921206675,12.69143033,13.22728243
Hum.ES.27.ITS_S255_L001_R1_001.fastq.gz,87,88.875,2.256386665,90.03244516,4.631426515,2.436389726,0.754337657,4.070627948,14.19519393
Hum.ES.28.ITS_S256_L001_R1_001.fastq.gz,115,116.25,1.732350879,116.791122,5.224587234,3.522955608,0.94639413,18.65467351,19.84606352
Hum.ES.29.ITS_S257_L001_R1_001.fastq.gz,102,102.5,1.026874649,102.9038797,4.895571772,3.527736332,0.945343432,18.29606277,17.17542979
Hum.ES.3.ITS_S231_L001_R1_001.fastq.gz,78,78,0.248392266,78.33126748,3.267645003,3.422728044,0.929196213,14.12353834,12.46256682
Hum.ES.30.ITS_S258_L001_R1_001.fastq.gz,180,198.75,9.896885159,195.1435893,6.858631475,4.076114421,0.969548071,32.83864218,34.28498694
Hum.ES.4.ITS_S232_L001_R1_001.fastq.gz,122,124.7692308,2.675607715,126.5629237,5.587850963,3.54068347,0.930359101,14.35937802,21.31612199
Hum.ES.5.ITS_S233_L001_R1_001.fastq.gz,130,130.4615385,0.875402761,131.5244686,5.50213089,3.947694707,0.968503243,31.74930001,23.02264307
Hum.ES.6.ITS_S234_L001_R1_001.fastq.gz,104,106.3333333,2.423140278,108.4299298,5.206699964,3.079505151,0.899704663,9.970553239,17.58113434
Hum.ES.7.ITS_S235_L001_R1_001.fastq.gz,132,134.5454545,2.607165842,135.1764861,5.742830164,3.531144959,0.942864568,17.50227426,23.45359314
Hum.ES.8.ITS_S236_L001_R1_001.fastq.gz,88,90.5,3.159546614,89.70720588,4.659177003,2.396416866,0.718579456,3.553400844,14.39034627
Hum.ES.9.ITS_S237_L001_R1_001.fastq.gz,121,126.5,4.510037115,126.289233,5.474483551,3.569359775,0.944947172,18.16437101,21.10477603
Hum.RS.1.ITS_S199_L001_R1_001.fastq.gz,99,103.5,3.916475481,103.6391935,4.961495019,2.958376311,0.895337278,9.554500226,16.57047897
Hum.RS.10.ITS_S208_L001_R1_001.fastq.gz,99,99.125,0.443646238,99.68033177,4.9676304,2.945312704,0.893252592,9.367908936,16.57047897
Hum.RS.11.ITS_S209_L001_R1_001.fastq.gz,110,114,3.687844946,113.6495802,5.174568297,3.190826979,0.903186651,10.32915408,18.80959336
Hum.RS.12.ITS_S210_L001_R1_001.fastq.gz,81,96.54545455,9.444865838,99.13494097,5.119002537,2.181221894,0.79801155,4.950778133,13.03529236
Hum.RS.13.ITS_S211_L001_R1_001.fastq.gz,73,82.33333333,8.857281863,76.95631094,4.263143717,2.52457694,0.847746604,6.567997978,11.51905648
Hum.RS.14.ITS_S212_L001_R1_001.fastq.gz,60,61.42857143,1.933821701,62.37656383,3.819144344,2.211977358,0.778250462,4.50959225,9.133846419
Hum.RS.15.ITS_S213_L001_R1_001.fastq.gz,85,87.5,2.898295887,87.33940753,4.577250431,2.661808691,0.845414154,6.468897541,13.80644998
Hum.RS.16.ITS_S214_L001_R1_001.fastq.gz,116,122,4.699058875,122.7700588,5.369796398,3.461001511,0.945340876,18.29520713,20.05472559
Hum.RS.18.ITS_S216_L001_R1_001.fastq.gz,145,160,10.33676413,152.0682771,6.014389989,3.763421139,0.95761903,23.59549558,26.29581751
Hum.RS.19.ITS_S217_L001_R1_001.fastq.gz,122,124.8,2.828762074,125.1143672,5.509669178,3.419930367,0.943078154,17.56794742,21.31612199
Hum.RS.2.ITS_S200_L001_R1_001.fastq.gz,98,100.3333333,2.553057736,101.4458584,4.929987257,3.364917057,0.941553183,17.10957172,16.36979959
Hum.RS.20.ITS_S218_L001_R1_001.fastq.gz,87,91.66666667,4.490946123,91.31769026,4.604004847,2.95153788,0.885616521,8.742521265,14.19519393
Hum.RS.21.ITS_S219_L001_R1_001.fastq.gz,158,161.8823529,3.194696809,164.4187857,6.299463265,4.09592211,0.971620355,35.23652255,29.20719651
Hum.RS.22.ITS_S220_L001_R1_001.fastq.gz,104,107.2727273,3.086620346,108.7113361,5.124294853,3.157124911,0.89645884,9.657994968,17.58113434
Hum.RS.23.ITS_S221_L001_R1_001.fastq.gz,100,101.5,1.87496798,102.6732365,4.842834086,3.543908797,0.954068024,21.77132534,16.77164537
Hum.RS.24.ITS_S222_L001_R1_001.fastq.gz,78,83.14285714,4.650708756,82.81446749,4.400126568,2.912108268,0.902385278,10.24435639,12.46256682
Hum.RS.25.ITS_S223_L001_R1_001.fastq.gz,131,141.9285714,6.852803512,142.5118363,5.954954082,3.336284597,0.918060497,12.20412577,23.23790437
Hum.RS.26.ITS_S224_L001_R1_001.fastq.gz,84,88.66666667,4.490860382,87.14049296,4.5707101,2.867353996,0.896619172,9.672973369,13.61286451
Hum.RS.27.ITS_S225_L001_R1_001.fastq.gz,91,92.15384615,1.523560716,94.21029326,4.77194898,2.873908256,0.87518168,8.011644475,14.97888915
Hum.RS.28.ITS_S226_L001_R1_001.fastq.gz,145,148.6,3.356260537,148.3219015,6.008595627,3.604068777,0.93886542,16.35735458,26.29581751
Hum.RS.29.ITS_S227_L001_R1_001.fastq.gz,117,119.3333333,2.553188291,119.9102051,5.237296379,3.780239302,0.959997917,24.99869829,20.26383935
Hum.RS.3.ITS_S201_L001_R1_001.fastq.gz,69,69,0,69,3.340571851,3.020781148,0.879903243,8.326619483,10.77445758
Hum.RS.30.ITS_S228_L001_R1_001.fastq.gz,147,150.75,3.329872811,151.0846938,5.98918092,4.054810146,0.97233174,36.14249639,26.73928665
Hum.RS.4.ITS_S202_L001_R1_001.fastq.gz,124,145.8571429,13.8824365,134.3485008,5.690774179,3.1245506,0.89414968,9.447302611,21.74013636
Hum.RS.5.ITS_S203_L001_R1_001.fastq.gz,114,116.1,2.334887338,116.9640955,5.113914615,3.512789605,0.939314367,16.47836478,19.63785498
Hum.RS.6.ITS_S204_L001_R1_001.fastq.gz,138,144.6666667,4.567081832,148.5092574,6.078343545,3.609864873,0.947294201,18.97324436,24.75662324
Hum.RS.7.ITS_S205_L001_R1_001.fastq.gz,127,131.5,3.91671251,131.1698431,5.643299158,3.137012824,0.876602982,8.103923565,22.37943863
Hum.RS.8.ITS_S206_L001_R1_001.fastq.gz,101,105.6666667,4.491281858,104.9662567,4.992842532,2.640067481,0.774170556,4.428120546,16.97329642
